Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Expiry_Year,Expiry_Month,Expiry_Day,Name,Type,Address,City,Contact
127,Rice,48,2025-03-30,763,Restaurant,Josephburgh,Vegan,Snacks,2025,March,30,Manning Ltd,Restaurant,"91482 Adam Light Suite 699
Robertberg, MA 25709",Josephburgh,187-286-3552
128,Rice,39,2025-03-22,235,Catering Service,Gutierrezshire,Vegetarian,Snacks,2025,March,22,Gutierrez LLC,Catering Service,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926
129,Chicken,26,2025-03-21,798,Grocery Store,North Amanda,Vegan,Dinner,2025,March,21,Jordan LLC,Grocery Store,"2673 Maria Knolls
Comptonborough, NY 52749",North Amanda,+1-073-137-5460
130,Vegetables,47,2025-03-29,997,Catering Service,East Rossside,Vegan,Breakfast,2025,March,29,Garza-Williams,Catering Service,"08864 Figueroa Radial Suite 948
Jennaberg, AZ 21207",East Rossside,001-924-441-3963x746
131,Fish,16,2025-03-18,241,Catering Service,Devinmouth,Vegan,Dinner,2025,March,18,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923
132,Soup,20,2025-03-19,840,Restaurant,Cisnerostown,Non-Vegetarian,Snacks,2025,March,19,Farmer Ltd,Restaurant,"594 Patel Road Suite 676
Autumnborough, AK 45847",Cisnerostown,924.147.5562x1759
133,Rice,28,2025-03-19,795,Catering Service,Brownberg,Vegan,Lunch,2025,March,19,Rollins-Mclaughlin,Catering Service,"9872 Reginald Locks Suite 116
Deniseland, CO 25700",Brownberg,728-509-6340x7211
134,Rice,1,2025-03-16,39,Supermarket,Brittanyville,Vegan,Dinner,2025,March,16,Fernandez-Bridges,Supermarket,"77717 Amanda Plains Apt. 231
Danielberg, CA 13392",Brittanyville,001-714-175-0277x076
135,Rice,44,2025-03-23,980,Restaurant,Port Melissa,Vegan,Lunch,2025,March,23,Baker Group,Restaurant,"82725 Walker Parkway
Karimouth, VA 07630",Port Melissa,808.838.1022x168
136,Bread,29,2025-03-17,723,Supermarket,Jessicaland,Vegan,Dinner,2025,March,17,Butler-Phillips,Supermarket,"USNV Gordon
FPO AP 25294",Jessicaland,+1-366-362-7376x557
137,Pasta,29,2025-03-19,87,Grocery Store,West Adam,Vegetarian,Snacks,2025,March,19,"Young, Townsend and Mccarthy",Grocery Store,"4577 Shannon Tunnel Suite 786
Jamesview, CT 96322",West Adam,001-286-579-2810x1913
138,Soup,24,2025-03-18,558,Catering Service,North Sharonberg,Non-Vegetarian,Snacks,2025,March,18,Beck Group,Catering Service,"0291 Williams Harbor Suite 127
Hooverchester, ID 89542",North Sharonberg,+1-153-394-0994
139,Rice,3,2025-03-20,446,Catering Service,Port Richardshire,Vegetarian,Dinner,2025,March,20,Nichols-Barnes,Catering Service,"PSC 0287, Box 6878
APO AP 95472",Port Richardshire,507-731-3315
140,Chicken,18,2025-03-16,967,Grocery Store,Coleburgh,Vegan,Dinner,2025,March,16,Miller Inc,Grocery Store,"97290 Stephanie Mountains Apt. 247
Lindseyburgh, WY 63235",Coleburgh,+1-926-386-9945x8729
141,Dairy,33,2025-03-29,702,Supermarket,Lake Mistyton,Non-Vegetarian,Lunch,2025,March,29,Moreno-Melton,Supermarket,"88171 Teresa Station
New Shane, UT 53712",Lake Mistyton,001-098-297-7862x776
142,Soup,41,2025-03-29,368,Grocery Store,North Lindseychester,Vegetarian,Snacks,2025,March,29,Smith-Villegas,Grocery Store,"5916 Craig Courts
New Kevinfurt, MS 57479",North Lindseychester,001-467-901-7553
143,Fish,18,2025-03-24,938,Restaurant,Hollyhaven,Non-Vegetarian,Lunch,2025,March,24,Barker LLC,Restaurant,"5999 Brenda Trail Apt. 807
Amberstad, VT 22034",Hollyhaven,+1-530-780-2072x25507
144,Bread,18,2025-03-18,810,Catering Service,Lake Jason,Vegan,Lunch,2025,March,18,"Austin, Griffin and Ward",Catering Service,"5382 Michelle Manor Apt. 817
East James, MO 47545",Lake Jason,(877)527-5031
145,Rice,12,2025-03-29,751,Restaurant,East Richardside,Vegan,Lunch,2025,March,29,"Bryant, Jacobson and West",Restaurant,"127 Michelle Views Suite 097
Lake Steven, TX 04725",East Richardside,001-075-347-0236x69878
146,Chicken,17,2025-03-25,172,Grocery Store,Garciaside,Vegan,Lunch,2025,March,25,"Parker, Macdonald and Espinoza",Grocery Store,"708 Jones Estates Suite 598
Lake Samuel, RI 75975",Garciaside,776-066-7306x648
147,Vegetables,47,2025-03-30,619,Grocery Store,North Katelynland,Non-Vegetarian,Breakfast,2025,March,30,"Hopkins, Mora and Green",Grocery Store,"036 Valerie Land
Garzashire, WI 83113",North Katelynland,001-965-519-2456x24569
148,Pasta,16,2025-03-18,650,Restaurant,Garzaville,Non-Vegetarian,Breakfast,2025,March,18,Pugh Group,Restaurant,"53593 Andrew Vista Apt. 903
Martinfurt, KY 87501",Garzaville,+1-089-261-9866x15160
149,Fish,18,2025-03-20,816,Supermarket,New Jamesburgh,Vegetarian,Breakfast,2025,March,20,Dunlap Inc,Supermarket,"416 Mariah Ridge Suite 777
New Laurafurt, TN 19711",New Jamesburgh,909-720-0844
150,Fish,50,2025-03-28,332,Restaurant,West Whitneymouth,Vegan,Snacks,2025,March,28,Cox LLC,Restaurant,"406 Lucero Mountain Apt. 736
Mollyport, RI 14316",West Whitneymouth,001-018-140-2068x875
151,Chicken,19,2025-03-23,902,Supermarket,Port Robertport,Vegetarian,Dinner,2025,March,23,Parsons Ltd,Supermarket,"13271 Michael Way Apt. 244
South Jennifer, AK 74009",Port Robertport,445-558-2787x92329
152,Fish,46,2025-03-24,58,Grocery Store,North Kevinhaven,Non-Vegetarian,Dinner,2025,March,24,"Martin, Tyler and Wilkerson",Grocery Store,"334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852
153,Fish,20,2025-03-21,737,Restaurant,Port Andrea,Vegetarian,Breakfast,2025,March,21,"Ballard, Stanley and Hill",Restaurant,"USCGC Holt
FPO AA 27710",Port Andrea,409.995.2073x69158
154,Pasta,46,2025-03-30,4,Grocery Store,Mendezmouth,Vegan,Breakfast,2025,March,30,"Clark, Prince and Williams",Grocery Store,"467 Bell Trail Suite 409
Port Jesus, IA 61188",Mendezmouth,556.944.8935x401
155,Fruits,20,2025-03-20,602,Grocery Store,North Destiny,Vegan,Dinner,2025,March,20,Cole LLC,Grocery Store,"USS Zhang
FPO AP 50279",North Destiny,001-078-379-8075x2377
156,Fish,24,2025-03-19,970,Catering Service,Jeffreybury,Vegetarian,Snacks,2025,March,19,"Lewis, Preston and Price",Catering Service,"6974 Paul Estate
Lake Jacob, NV 24380",Jeffreybury,6685913720
157,Chicken,37,2025-03-20,600,Catering Service,Meganshire,Vegan,Breakfast,2025,March,20,Green LLC,Catering Service,"898 Michael Mall
East Randy, RI 35381",Meganshire,659-948-4636
158,Bread,22,2025-03-30,687,Catering Service,North James,Vegetarian,Breakfast,2025,March,30,Mcdonald-Howell,Catering Service,"93955 Mann Pines
Port Stevenbury, PA 67605",North James,504-183-2400x84016
159,Pasta,7,2025-03-27,653,Catering Service,Cameronside,Vegan,Lunch,2025,March,27,"Perry, Perez and Carter",Catering Service,"178 Randy Fords
East Chadton, TX 86183",Cameronside,085.588.5857
160,Rice,27,2025-03-23,367,Grocery Store,Deckermouth,Vegetarian,Snacks,2025,March,23,Patel and Sons,Grocery Store,"7364 Green Wall Suite 340
Fisherbury, VA 78253",Deckermouth,+1-731-068-2964x54440
161,Vegetables,32,2025-03-20,414,Supermarket,New Matthew,Non-Vegetarian,Breakfast,2025,March,20,Gonzales Group,Supermarket,"9183 Robert Mill Suite 331
Curtisview, MI 18328",New Matthew,+1-790-667-8198x9396
162,Pasta,50,2025-03-21,826,Supermarket,Lake Karenfurt,Non-Vegetarian,Breakfast,2025,March,21,"Rogers, Harmon and Gordon",Supermarket,"13984 Mann Ford Apt. 634
Port Johnside, AL 55278",Lake Karenfurt,(421)106-2871x5106
163,Bread,45,2025-03-16,251,Restaurant,East Terrancemouth,Vegetarian,Dinner,2025,March,16,Carter-Jones,Restaurant,"26720 Candace Inlet Suite 052
Hendersonton, MA 30678",East Terrancemouth,892-412-5796
164,Dairy,22,2025-03-27,432,Restaurant,Carolchester,Vegan,Dinner,2025,March,27,Meyer and Sons,Restaurant,"08209 Eaton Streets Apt. 968
South Laurenside, RI 88383",Carolchester,001-738-662-6338
165,Bread,22,2025-03-28,90,Supermarket,Lake Kristentown,Vegetarian,Lunch,2025,March,28,Miller Group,Supermarket,"8851 Powell Cliffs Apt. 635
South Michael, MO 83778",Lake Kristentown,001-311-806-0098x37361
166,Soup,9,2025-03-17,58,Grocery Store,North Kevinhaven,Vegan,Lunch,2025,March,17,"Martin, Tyler and Wilkerson",Grocery Store,"334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852
167,Fish,4,2025-03-20,134,Supermarket,West Melissa,Vegetarian,Lunch,2025,March,20,Cook Ltd,Supermarket,"15130 Parker Hill
Adkinsville, MN 48860",West Melissa,(340)959-7188x4581
168,Salad,26,2025-03-20,306,Catering Service,North Keith,Non-Vegetarian,Lunch,2025,March,20,"Evans, Wright and Mitchell",Catering Service,"73725 Anthony Way Apt. 971
West Pamela, OH 61366",North Keith,001-726-568-9224
169,Fruits,18,2025-03-20,336,Supermarket,East Sandra,Vegan,Snacks,2025,March,20,Mckinney LLC,Supermarket,"52072 Rhonda Flats
Lake Brandon, VA 43437",East Sandra,(338)059-6636x909
170,Fruits,49,2025-03-17,403,Grocery Store,Jeremiahfort,Vegan,Breakfast,2025,March,17,Bradley-Smith,Grocery Store,"870 Contreras Brook
Laurashire, CT 25941",Jeremiahfort,840-107-5994
171,Salad,25,2025-03-22,103,Catering Service,Port Michaelshire,Vegetarian,Snacks,2025,March,22,Russell-Summers,Catering Service,"84247 Emily Fords Apt. 478
North Michael, RI 76457",Port Michaelshire,314-232-3936x08469
172,Rice,45,2025-03-28,826,Supermarket,Lake Karenfurt,Non-Vegetarian,Breakfast,2025,March,28,"Rogers, Harmon and Gordon",Supermarket,"13984 Mann Ford Apt. 634
Port Johnside, AL 55278",Lake Karenfurt,(421)106-2871x5106
173,Soup,17,2025-03-19,538,Restaurant,Jasonmouth,Vegan,Dinner,2025,March,19,Beck Inc,Restaurant,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327
174,Chicken,23,2025-03-22,903,Catering Service,Lake Kari,Vegan,Breakfast,2025,March,22,"Galloway, Hall and Oconnell",Catering Service,"08907 Paige Canyon Suite 640
West Michaelborough, RI 85483",Lake Kari,(558)699-9188x092
175,Dairy,26,2025-03-30,465,Restaurant,Johnton,Vegetarian,Breakfast,2025,March,30,Terry Inc,Restaurant,"447 Peterson Shore
Ramirezchester, VA 69602",Johnton,280-723-4101x315
176,Fish,19,2025-03-30,316,Supermarket,Williamsfort,Non-Vegetarian,Snacks,2025,March,30,Johnson Group,Supermarket,"0019 Gray Trafficway
North Sara, NC 74122",Williamsfort,(007)484-4365x34610
177,Dairy,22,2025-03-22,863,Restaurant,Port Michael,Vegan,Breakfast,2025,March,22,Johnson-Mejia,Restaurant,"USNS Callahan
FPO AA 79594",Port Michael,(145)733-6977x4017
178,Dairy,47,2025-03-21,847,Supermarket,Williamsonmouth,Vegan,Breakfast,2025,March,21,"Pollard, Collins and Watson",Supermarket,"Unit 4908 Box 4008
DPO AE 21178",Williamsonmouth,218.505.6857x64219
179,Bread,11,2025-03-27,601,Catering Service,Port Troychester,Vegetarian,Breakfast,2025,March,27,Owens-Johnson,Catering Service,"1058 Kimberly Locks
Port Emily, IL 57473",Port Troychester,(051)220-5307x61376
180,Salad,35,2025-03-28,7,Restaurant,Lake Christopherburgh,Vegan,Dinner,2025,March,28,Ortiz-Lee,Restaurant,"1842 Villarreal Shores
Williamfort, CT 44529",Lake Christopherburgh,(563)889-7190
181,Rice,35,2025-03-16,47,Supermarket,East Andrewland,Non-Vegetarian,Lunch,2025,March,16,Wong-Reese,Supermarket,"9078 Jeffrey Drive Suite 439
Lake Jasonberg, RI 48655",East Andrewland,483-625-4097
182,Soup,29,2025-03-18,247,Catering Service,Port Aaron,Vegan,Breakfast,2025,March,18,Shepherd-Yates,Catering Service,"973 Garner Mews
Peggymouth, MO 33680",Port Aaron,477-819-1257x990
183,Salad,15,2025-03-30,730,Supermarket,Benjaminstad,Vegan,Snacks,2025,March,30,Arroyo-Henderson,Supermarket,"5364 Young Radial Apt. 906
Lake Kelly, NH 41322",Benjaminstad,(313)019-6078x8326
184,Salad,7,2025-03-29,182,Grocery Store,Port Jeffrey,Vegetarian,Dinner,2025,March,29,Wilson-Ortiz,Grocery Store,"Unit 2603 Box 7875
DPO AP 30589",Port Jeffrey,(345)889-2010
185,Soup,19,2025-03-27,498,Grocery Store,East Craig,Non-Vegetarian,Lunch,2025,March,27,"Jones, Ortega and Rubio",Grocery Store,"61516 Villarreal Lights
South Ashleymouth, OH 60424",East Craig,(993)551-7736x1457
186,Pasta,48,2025-03-17,306,Catering Service,North Keith,Vegetarian,Breakfast,2025,March,17,"Evans, Wright and Mitchell",Catering Service,"73725 Anthony Way Apt. 971
West Pamela, OH 61366",North Keith,001-726-568-9224
187,Dairy,38,2025-03-21,910,Restaurant,Leeburgh,Non-Vegetarian,Snacks,2025,March,21,Lee PLC,Restaurant,"886 Mark Plain Suite 687
Lake Nicholashaven, MN 43931",Leeburgh,346.517.7901x471
188,Soup,4,2025-03-20,55,Grocery Store,Danachester,Vegan,Breakfast,2025,March,20,Wilson-Brown,Grocery Store,"220 Rachel Trace
Port Mark, AK 17083",Danachester,001-473-163-6196x2386
189,Salad,7,2025-03-20,948,Supermarket,West Lisamouth,Vegetarian,Breakfast,2025,March,20,House-Bates,Supermarket,"48407 Hall Cliffs
Lake Traceymouth, MD 10524",West Lisamouth,+1-910-582-8983x79304
190,Salad,25,2025-03-22,262,Supermarket,New Carol,Non-Vegetarian,Snacks,2025,March,22,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254
191,Salad,13,2025-03-22,508,Restaurant,Walkerfurt,Vegan,Lunch,2025,March,22,"Goodwin, Acosta and Chan",Restaurant,"81662 Lawrence Mountains Apt. 545
Sarahstad, ND 47525",Walkerfurt,001-076-856-9568x65782
192,Vegetables,5,2025-03-17,320,Supermarket,Lake Jeffreytown,Vegan,Snacks,2025,March,17,Shah Group,Supermarket,"1654 Singh Roads
Paynehaven, RI 22772",Lake Jeffreytown,953-840-3880
193,Pasta,25,2025-03-21,354,Catering Service,South Alicia,Vegan,Breakfast,2025,March,21,Rowe-Arias,Catering Service,"8041 Joseph Shoal Suite 878
North Robertfurt, KY 43667",South Alicia,090-649-4737
194,Chicken,39,2025-03-26,31,Grocery Store,South Kellyberg,Non-Vegetarian,Lunch,2025,March,26,Thompson-Kerr,Grocery Store,"123 Barber Divide
New Stephanie, KY 35738",South Kellyberg,(786)641-7043
195,Vegetables,31,2025-03-25,847,Supermarket,Williamsonmouth,Non-Vegetarian,Snacks,2025,March,25,"Pollard, Collins and Watson",Supermarket,"Unit 4908 Box 4008
DPO AE 21178",Williamsonmouth,218.505.6857x64219
196,Fish,27,2025-03-28,989,Grocery Store,North Lauren,Non-Vegetarian,Breakfast,2025,March,28,Williams-Aguirre,Grocery Store,"6861 Tiffany Junction Apt. 176
Farleyfurt, HI 39406",North Lauren,205-999-3497
197,Rice,21,2025-03-24,453,Grocery Store,East Timothy,Vegetarian,Breakfast,2025,March,24,Moore LLC,Grocery Store,"316 Clark Throughway Suite 810
Port John, ND 69257",East Timothy,(305)756-5998x6969
198,Bread,50,2025-03-23,287,Catering Service,Jefferyside,Vegetarian,Breakfast,2025,March,23,Carr-Wells,Catering Service,"202 Castillo Course Suite 667
New Joshua, OK 47311",Jefferyside,(535)017-9013x9281
199,Vegetables,16,2025-03-17,244,Supermarket,Toddberg,Vegan,Breakfast,2025,March,17,Chan-Elliott,Supermarket,"16644 Kelli Spur
Gregoryville, SC 80630",Toddberg,021-322-3933x46620
200,Bread,3,2025-03-24,794,Supermarket,Woodport,Non-Vegetarian,Dinner,2025,March,24,"Coleman, Williams and Nichols",Supermarket,"7897 Jenna Spring Suite 591
Jordanport, MA 64286",Woodport,3124904832
201,Soup,35,2025-03-29,330,Restaurant,Jamesport,Vegetarian,Dinner,2025,March,29,Holloway-Koch,Restaurant,"2889 Jorge Fields
South Thomasland, AR 38794",Jamesport,323.974.7052
202,Dairy,17,2025-03-18,319,Restaurant,Lake Amymouth,Vegetarian,Lunch,2025,March,18,"Davila, Green and Avila",Restaurant,"28646 Tiffany Meadow Apt. 469
Lyonshaven, IA 48088",Lake Amymouth,2386104312
203,Pasta,8,2025-03-24,215,Grocery Store,New Curtis,Vegetarian,Breakfast,2025,March,24,Simmons Ltd,Grocery Store,"6249 Michelle Islands Apt. 374
West Heather, VT 67074",New Curtis,(219)975-7084
204,Fish,11,2025-03-26,896,Grocery Store,Weberfurt,Non-Vegetarian,Lunch,2025,March,26,"Marquez, Reid and Kramer",Grocery Store,"8981 William Extension Apt. 848
New Jenniferport, RI 49072",Weberfurt,001-319-584-3389x9156
205,Dairy,13,2025-03-20,22,Catering Service,Port Lisamouth,Vegan,Breakfast,2025,March,20,Miller-Carter,Catering Service,"44329 Hendrix Land
Port Christine, AL 43242",Port Lisamouth,+1-868-016-4774
206,Rice,28,2025-03-29,931,Supermarket,South Allisonburgh,Non-Vegetarian,Breakfast,2025,March,29,Phillips-Bradley,Supermarket,"6479 Beverly Club
East Karen, IN 38784",South Allisonburgh,001-645-494-2603
207,Salad,42,2025-03-23,523,Restaurant,Lake Lorrainefort,Vegetarian,Dinner,2025,March,23,"Roberts, Howard and Bender",Restaurant,"67885 Avila Crossroad Suite 550
Anthonymouth, WY 53169",Lake Lorrainefort,+1-414-385-0073x51267
208,Rice,27,2025-03-26,215,Grocery Store,New Curtis,Vegetarian,Dinner,2025,March,26,Simmons Ltd,Grocery Store,"6249 Michelle Islands Apt. 374
West Heather, VT 67074",New Curtis,(219)975-7084
209,Fish,31,2025-03-26,422,Catering Service,Smithfort,Non-Vegetarian,Dinner,2025,March,26,Wilson-Cook,Catering Service,"005 Steven Club Suite 180
Robertston, CA 27213",Smithfort,276-435-4585x5485
210,Fruits,17,2025-03-28,990,Catering Service,Lake Latasha,Vegetarian,Breakfast,2025,March,28,Jones PLC,Catering Service,"2646 Hull Wall Apt. 985
Valenciamouth, TN 58725",Lake Latasha,+1-231-061-4929x4353
211,Chicken,37,2025-03-22,242,Restaurant,Michaelport,Vegetarian,Snacks,2025,March,22,Aguilar-Frederick,Restaurant,"6353 Chad Circles
Brewerland, NM 53897",Michaelport,+1-057-752-7548
212,Salad,33,2025-03-20,228,Supermarket,Andrewsmouth,Non-Vegetarian,Dinner,2025,March,20,Stewart-Soto,Supermarket,"71892 Robinson Common
Harrisfurt, DC 31479",Andrewsmouth,(828)634-0022x45412
213,Fruits,20,2025-03-26,122,Catering Service,Tyronebury,Non-Vegetarian,Snacks,2025,March,26,Mosley-Hernandez,Catering Service,"02866 John Causeway
Markberg, RI 91177",Tyronebury,+1-477-159-2443x576
214,Soup,9,2025-03-28,24,Supermarket,Hestermouth,Vegan,Breakfast,2025,March,28,"Black, Collins and Richard",Supermarket,"643 Galvan Burgs
Fletcherhaven, AZ 86988",Hestermouth,266.040.9664x08185
215,Bread,50,2025-03-30,315,Restaurant,Lake Andrewmouth,Vegetarian,Snacks,2025,March,30,Nelson LLC,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890
216,Vegetables,33,2025-03-16,206,Catering Service,Port Emilyburgh,Vegetarian,Dinner,2025,March,16,Yoder-Murray,Catering Service,"Unit 6112 Box 2655
DPO AP 68074",Port Emilyburgh,001-593-330-4216x5945
217,Soup,42,2025-03-23,290,Supermarket,Bradleyport,Vegetarian,Lunch,2025,March,23,"Webb, Phillips and Garcia",Supermarket,"09931 Snyder Station Apt. 218
Ritterborough, IL 82418",Bradleyport,001-401-943-3400
218,Fish,38,2025-03-24,159,Grocery Store,North Brooke,Vegan,Snacks,2025,March,24,"Wagner, Cole and Thompson",Grocery Store,"201 Hopkins Lakes
Johnberg, ND 15611",North Brooke,+1-555-595-6288x290
219,Fish,26,2025-03-18,323,Restaurant,Jasmineberg,Vegetarian,Snacks,2025,March,18,Peters-Johnson,Restaurant,"6383 Gomez Islands
Sanchezport, IA 35229",Jasmineberg,106.150.3989x9566
220,Pasta,18,2025-03-24,976,Restaurant,Davisview,Vegan,Snacks,2025,March,24,"Robinson, Rodriguez and Reilly",Restaurant,"53064 Danny Centers Apt. 116
New Nicole, WY 40193",Davisview,317.522.3773x348
221,Bread,11,2025-03-19,211,Restaurant,Lake James,Vegan,Snacks,2025,March,19,"Anderson, Patrick and Scott",Restaurant,"03198 Washington Ferry Suite 086
South Amberside, GA 92116",Lake James,+1-886-931-4697
222,Vegetables,23,2025-03-20,333,Restaurant,Port Heidiland,Non-Vegetarian,Breakfast,2025,March,20,"Herrera, Fritz and Banks",Restaurant,"USCGC Adams
FPO AP 17515",Port Heidiland,(057)146-9859x95415
223,Bread,38,2025-03-17,524,Grocery Store,West Amandafurt,Vegan,Snacks,2025,March,17,Torres Ltd,Grocery Store,"7676 Estes Harbor Suite 218
Brandonmouth, SC 41497",West Amandafurt,(283)833-1998
224,Fruits,29,2025-03-19,556,Catering Service,Brittanyland,Non-Vegetarian,Snacks,2025,March,19,"Reyes, Houston and Esparza",Catering Service,"60546 Amanda Canyon
Holmesmouth, ME 97812",Brittanyland,7525269578
225,Fish,26,2025-03-24,340,Grocery Store,Murrayborough,Vegan,Dinner,2025,March,24,"Barry, Powers and White",Grocery Store,"1145 Justin Light
Richardside, CT 45760",Murrayborough,(023)817-1166
226,Rice,26,2025-03-22,242,Restaurant,Michaelport,Non-Vegetarian,Snacks,2025,March,22,Aguilar-Frederick,Restaurant,"6353 Chad Circles
Brewerland, NM 53897",Michaelport,+1-057-752-7548
227,Vegetables,25,2025-03-29,923,Supermarket,Jonestown,Non-Vegetarian,Breakfast,2025,March,29,Rodriguez Inc,Supermarket,"937 Murray Turnpike
Lorrainestad, RI 37088",Jonestown,1383312143
228,Rice,12,2025-03-29,98,Supermarket,Gardnerfort,Vegetarian,Snacks,2025,March,29,Hogan-Johnston,Supermarket,"00006 Amy Wall Apt. 134
Zimmermanborough, PA 57869",Gardnerfort,184-472-6932
229,Pasta,26,2025-03-22,210,Grocery Store,Paulmouth,Non-Vegetarian,Dinner,2025,March,22,Jones-Miller,Grocery Store,"8892 Patrick Shoals
Tristanfort, OH 00576",Paulmouth,028-684-5516x43547
230,Fruits,17,2025-03-16,596,Restaurant,Zimmermanville,Vegetarian,Breakfast,2025,March,16,"Barnes, Castro and Curtis",Restaurant,"0998 Mcintyre Row Apt. 105
North Crystal, KY 62420",Zimmermanville,507.577.7566
